图录号(ABCD),禁止出关(BCD),中文作者,中文名称(ABCD),中文作者二,中文名称二( B),中文年代(ABC),中文材质(AB),中文签名(A),题识钤印(AB),中文出版(ABC),中文展览(ABC),中文来源(AB),中文描述(ABCD),中文纪录（BC),中文著录（B),中文款识（C),中文收藏（C),中文参阅 C,英文作者(AB),英文名称(ABCD),英文年代(ABC),英文材质(AB),英文签名(AB),英文出版(AC),英文展览(AC),英文来源(AC),英文参阅（C),尺寸(ABC),估价(ABCD)
329,*,吴湖帆,书画合璧扇,,,18.3×51 cm. 约0.84平尺,成扇 设色纸本,,正面：戛玉秋声。用王孟端法，癸未七月，吴湖帆。<br>钤印：倩盦画印<br>背面：皓彩青云端，飞光落溟渤。浑河与清沚，同受明月魄。勿以清浊殊，天光本无隔。宋赵元治诗。雨苍先生，吴湖帆。 钤印：吴湖帆,,,,,北京拍卖会，2006年3月11日，编号846,,,,,WU HUFAN ,PAINTING AND CALLIGRAPHY,1943,"Folding fan, ink and color on paper.","Signed Wu Hufan, dated guiwei,1943, with one seal of the artist.",,,,,18.3×51 cm. 约0.84平尺," 120,000-160,000"
330,,孙雪泥画，陈定山题,舟泛松崖石壁间,黄孝纾,自作词《一蕚红》,18.5×50.5 cm. 约0.84平尺,成扇 设色纸本,,正面：1.癸酉四月，雪泥写于夕佳亭。2.（陈定山题）独坐看松树，水风吹石壁。何以寄我怀，悠然抱双膝。蝶野为雪泥题。 钤印：雪泥<br>背面：石栏阴，有缃桃一树，娇小不胜簪。箭路冲云，笋将穿岭，薄暮人意冥沈。碧山悄、松萝无极，渐梵呗、催起绕枝禽。青豆房栊，丹华洞府，且共登临。缥缈隐娥珠阙，怕蓬山鸟使，易损初心。海外云来，中原地尽，还怜残客相寻。羁思共、灵潮朝暮，送春归、难买万黄金。刻意参天寻碑，不恨山深。右调《一萼红》。暮春偕君坦弟路瓠厂，登劳山绝顶，至明霞洞观海，用白石韵赋此。录奉翔魁先生两正，癸酉，匑厂黄孝纾。<br>钤印：頵士之玺、庚子生,,,,,,,,,,SUN XUENI AND HUANG XIAOSHU,BOATING IN THE RIVER,1933,"Folding fan, ink and color on paper.","Signed Xueni, dated guiyou,1933, annotation by Chen Dingshan, with one seal of the artist.",,,,,18.5×50.5 cm. 约0.84平尺,"8,000-10,000"
331,*,吴湖帆,书画合璧扇,,,18.6×49.2 cm. 约0.83平尺,成扇 设色纸本,,正面：偶师耕烟散人设色。己巳四月，奏笙先生雅正，吴湖帆。 钤印：万<br>背面：蹇驴渺渺涉烟津，十里山村发兴新。青旆酒家黄叶寺，相逢俱是画中人。放翁《冬游》。吴湖帆。<br>钤印：吴湖帆,,,,是箑正面《幽居读书》绘于1929年，背面行书陆游诗《冬游》当作于1940年代。,北京拍卖会，2007年6月2日，编号1665,,,,,WU HUFAN ,PAINTING AND CALLIGRAPHY,1929,"Folding fan, ink and color on paper.","Signed Wu Hufan, dated jisi,1929, with a dedication and one seal of the artist.",,,,,18.6×49.2 cm. 约0.83平尺,"50,000-70,000"
332,,黄幻吾,书画合璧扇,,,18.7×48 cm. 约0.81平尺,成扇 设色纸本,,正面：江村即景。欣梦居士罕僧作于海上，以应庭芳先生属政。 钤印：黄罕僧<br>背面：碧嶂清溪远近春，柴荆鸡犬接比邻。花开酒熟身无事，便是桃源画里人。苍茫烟水隔尘凡，源上霞蒸曲曲山。一自渔郎归去后，武陵春色满人间。乙酉夏月，为庭芳先生大雅属，罕僧幻吾。 钤印：罕僧,,,,扇纸侧边原贴民国标签一枚，上有“黄罕僧幻吾先生法绘山水图，定价二万伍仟元”字样。<br>上款“庭芳”即王庭芳（1908-1981），字旺柏，其父王昌彬晚清时曾任景德镇官窑总办，王庭芳曾就读于上海美专，能书擅画。后承父志从事陶业，成就斐然。,,,,,,HUANG HUANWU,PAINTING AND CALLIGRAPHY,1945,"Folding fan, ink and color on paper.","Signed Hanseng, dated yiyou,1945, with a dedication and one seal of the artist.",,,,,18.7×48 cm. 约0.81平尺,"10,000-15,000"
333,,申石伽,荷塘晚风,叶恭绰,姜夔《和王秘书游水乐洞》,18.5×50 cm. 约0.83平尺,成扇 设色纸本,,正面：遣凉信有水云窝，十亩芳塘尽种荷。垂柳阑干随意倚，不知何处晚风多。甲申（1944年）夏，写奉佐廷先生教正，西泠石伽。<br>钤印：石伽、香消酒醒<br>背面：（文略）姜尧章《游水乐洞》诗，应佐廷先生属，恭绰。 钤印：叶恭绰,,,,上款“佐廷”即俞佐廷（1888-1951），字崇功，浙江宁波人。民国金融业要人，曾任恳业银行经理、宁波财政局局长、宁波总商会会长。1930年代当选上海市钱业公会常务委员、上海市商会常务理事、监察委员，后任四明银行总经理。晚年定居香港。,,,,,,SHEN SHIJIA AND YE GONGCHUO,ENJOYING LOTUS,,"Folding fan, ink and color on paper.","Signed Shijia, with a dedication and two seals of the artist.",,,,,18.5×50 cm. 约0.83平尺,"8,000-10,000"
334,,吴琴木,策蹇访友,赵叔孺,节临赵孟頫《勉学赋》,18.1×54 cm. 约0.88平尺,成扇 设色纸本、水墨洒金笺,,正面：涧水空山道，柴门老树村。庚午（1930年）夏，似厚伦仁兄清鉴，吴琴木。 钤印：吴桐画印、希古<br>背面：学有多辙，悟非一歧。子韶闻月下之蛙，圆悟听日中之鸡，沩峤拨火，洞山渡溪，见桃花而更不疑，击琅玕而忘所知。德峤遇纸烛之灭，会通逢布毛之吹。至若闻画，角洗钵盂，细抹将来，从遮里入。是皆望影而脱圣凡之羁锁。击。厚伦仁兄雅属，叔孺赵时棡。<br>钤印：时、棡、赵,,,,,,,,,,WU QINMU AND ZHAO SHURU,VISITING FRIENDS,,"Folding fan, ink and color on paper, ink on gold-flecked paper.","Signed Wu Qinmu, with a dedication and two seals of the artist.",,,,,18.1×54 cm. 约0.88平尺," 25,000-32,000"
335,,吴琴木,书画合璧扇,,,18.4×48 cm. 约0.8平尺,成扇 设色纸本,,正面：听松图。丙戌夏日，为公哲贤倩作于虚斋，吴琴木。<br>钤印：冷枫居士<br>背面：曲曲坡湖雨后行，田居五月有余清。稻苗风里欹篷坐，手卷农书听水声。阴阴凉翠沁尊边，又是栖鸦流水天。记向城东踏黄叶，一襟残月淡于烟。终古高云簇此城，秋风吹散马蹄声。河流大野犹嫌束，山入潼关不解平。清人杂诗四首，冷枫居士。 钤印：吴桐、琴木长乐,,,,,,,,,,WU QINMU ,PAINTING AND CALLIGRAPHY,1946,"Folding fan, ink and color on paper.","Signed Wu Qinmu, entitled, dated bingxu,1946, with a dedication and one seal of the artist.",,,,,18.4×48 cm. 约0.8平尺,"15,000-22,000"
336,,金东溪,刻金城双清画稿扇骨,,,高31.1 cm. 排口2 cm.,十六骨,,,,,,拍品为近代竹刻名家金东溪雕制。双面刻金城画稿，一面浅刻寒梅，寥寥数刀，寒梅傲雪之姿顿出，若有暗香袭来，题“晨亩先生雅正，拱北画”；另面刻劲竹一杆，款“甲子（1924年）六月，东溪刻”。<br>金东溪，名绍堂，字仲廉，近代刻竹名家。金西厓刻竹即为其二哥东溪所授，兄弟二人有《可读庐刻竹拓本》传世。<br>上款“晨亩”即日本著名花鸟画家渡边晨亩（1867-1938），为民国初年中日艺术交流的核心人物之一，与金城等共同发起组办“中日联合画展”，并邀金城、陈师曾、齐白石等中国画家作品赴日参展。,,,,,,JIN DONGXI ,CARVED BAMBOO FAN FRAME,,By Jin Dongxi.,,,,,,高31.1 cm. 排口2 cm.,"35,000-45,000"
337,,张志鱼,刻蔬果画稿扇骨,,,高30.6 cm. 排口2.2 cm.,十四骨,,,,,,扇骨为竹刻名家张志鱼以留青沙地法雕制。一面以大片留青表现蔓枝葫芦，葫芦高低错落，叶片纷披，藤蔓盘缠卷曲的质感刻画毕肖，不落俗套，款“张志鱼”，落“张”字印章；另面刻玉米，鲜活有趣，栩栩如生，款“北京张志鱼刻”，落“张”字印章。,,,,,,ZHANG ZHIYU ,CARVED BAMBOO FAN FRAME,,By Zhang Zhiyu.,,,,,,高30.6 cm. 排口2.2 cm.," 5,000-8,000"
338,*,张大千、谢稚柳,眉寿万年·碧惹烟梢双面绘扇骨,,,高31 cm. 排口2 cm.,十六骨,,,,,,拍品为张大千、谢稚柳手绘扇骨，一面为张大千1939年绘“眉寿万年”，画中一株老干自下探入，枝干虬曲苍古，上方抽出新枝，梅花一朵盛放，娇嫩吐蕊，数朵含苞，端立枝头，用笔潇洒，墨色浓淡相宜，寓长寿美意。另面为谢稚柳绘修竹一枝，作于1947年，枝干细劲，竹叶疏密相间，萧飒生风。两面相隔数年写成，老梅翠竹相映成趣，当为原主人精心配制，许是未遇可与张、谢二人比肩的竹刻家，尚未及雕制，保存至今，甚为难得。,,,,,,ZHANG DAQIAN AND XIE ZHILIU ,PAINTING IN FAN FRAME,,Painting by Zhang Daqian and Xie Zhiliu.,,,,,,高31 cm. 排口2 cm.,"10,000-15,000"
339,,韩潮,刻书法扇骨,,,高31.4 cm. 排口2.1 cm.,十六骨,,,,,,扇骨双面分刻唐诗书法句，一面刻唐代李商隐《春雨》篇，款“癸丑夏，录唐人句”；另面刊温庭筠《利州南渡》句，款“蛟门韩潮刻”，落“蛟门”印。双面三行行书，奏刀如笔，刀锋、笔意相得益彰。,,,,,,HAN CHAO ,CARVED BAMBOO FAN FRAME,,By Hanchao.,,,,,,高31.4 cm. 排口2.1 cm.," 18,000-25,000"
340,,沙馥,小园虫趣,陆恢,自作诗并友人步韵,18.2×49 cm. 约0.8平尺,成扇 设色纸本,,正面：寿云仁兄大人正之，辛丑（1901年）仲春，沙馥画。<br>钤印：山春<br>背面：（文略）今年园中收果甚丰，安石榴既大且多，因得分饷朋辈，成诗一章寄家，而翁紫君丈见之，复有步韵之作，并录之，以就寿云仁兄大人两正，陆恢。<br>钤印：癖于斯、丑奴闇主,,,,扇骨为苏州刻竹名家吴筱云雕制。一面浅刻梅花，或绽放、或含苞，错落有致，刀笔爽劲；另面陷地阳刻延光壶铭，款“汉延光壶铭凡十三字，按延光四年东汉安帝之十九年，今铜百斤约直钱万五千，古斤权轻小也。春堂大兄正，筱云。”落“又青”印。<br>吴筱云，江苏苏州人，擅刻竹制印。,,,,,,SHA FU AND LU HUI ,GARDEN'S INTERST,,"Folding fan, ink and color on paper.","Signed Sha Fu, with a dedication and one seal of the artist.",,,,,18.2×49 cm. 约0.8平尺," 8,000-10,000"
341,,张石园,幽峦飞瀑,黄葆戉,节临《尹宙碑》,19×49.5 cm. 约0.85平尺,成扇 设色纸本,,正面：真疑天上银河水，倒泻千岩万壑间。庚寅（1950年）夏日拟黄鹤山樵笔法，石园居士。<br>钤印：石园、张克和印<br>背面：（文略）《尹宙碑》字，临似勤荪仁兄先生正，八三老农葆戉。 钤印：黄葆戉、青山农,,,,上款“勤荪”即朱芾甘（1912-1966），名棠，字芾甘，号勤荪，浙江吴兴人，居上海，大风堂弟子。民国年间在上海经营丝织业，家业巨富，好收藏。<br>扇骨为张石园彩绘双面青绿山水，一面在细长的直条构图中营造山重水复之境，款“石园画”，另面绘峰峦壁立，款“甲午（1954年）春日，石园居士画”，落“张”字印章，绘成后髹以清漆，形成防腐耐磨而色泽光亮的保护膜，今见此类扇骨多为上世纪四十及五十年代海派名家所作。,,,,,,ZHANG SHIYUAN AND HUANG BAOYUE,SUMMER SCENERY,,"Folding fan, ink and color on paper.","Signed Zhang Shiyuan, with two seals of the artist.",,,,,19×49.5 cm. 约0.85平尺,"15,000-22,000"
342,,林介侯,刻书画稿扇骨,,,高32 cm. 排口2.1 cm.,十六骨,,,,,,拍品为近代竹刻名家林介侯雕制，一面刻鲁少坡画策杖赏梅，画家利用扇骨的高度纵向安排画面，上方崖畔梅花绽放，栈桥上高士策杖，静伫赏梅，面容沉静安详。另面刻自书赵之谦语，款“介侯书并刻”，落“介侯”印。刀法圆融沉雄，精神内含。<br>林介侯，名兆禄，江苏苏州人，诸生，刻竹工雅有致。<br>鲁少坡，名振铎，字少坡，以字行，擅绘事。,,,,,,LIN JIEHOU,CARVED BAMBOO FAN FRAME,,By Lin Jiehou.,,,,,,高32 cm. 排口2.1 cm.,"5,000-7,000"
343,,周玉菁,刻张炎夫、朱竹云画稿扇骨,,,高33.1 cm. 排口2.4 cm.,十四骨,,,,,,扇骨为竹刻名家周玉菁雕制。一面刻张炎夫绘溪畔村居，款“瑞祥先生正，张炎夫”，落“炎夫”、“停云”印；另面刻朱竹云绘柳阴楼阁，款“瑞祥先生雅属，竹云画，玉菁刻”，落“周”、“竹云”印。双面构景均取平远、深远之势，周氏奏刀亦近重而远轻，极富层次。,,,,,,ZHOU YUJING,CARVED BAMBOO FAN FRAME,,By Zhou Yujing.,,,,,,高33.1 cm. 排口2.4 cm.," 5,000-7,000"
344,,袁琴孙,柳荫蝉声,薛佛影,清溪孤棹,13.5×41.2 cm. 约0.5平尺,成扇 设色纸本,,正面：柳荫蝉声。祖麟先生正之，己亥春分节前，袁琴孙。 钤印：袁琴孙<br>背面：己亥新春，以为祖麟老哥法家正之，薛佛影写赠于海上蒲柏庐。<br>钤印：薛光照、佛景大利,,,,是箑为坤扇形制，尺寸小巧，且配以薛佛影微雕扇骨，与扇制相得益彰。扇骨双面刻《滕王阁序》，在径寸间刊刻通篇近八百字，技艺高超；其中一面并刻滕王阁图，方寸之内尽显滕王高阁之盛景。<br>袁琴孙，名其昌，以字行，斋号寄鹤轩，上海人，工花鸟。,,,,,,YUAN QINSUN ,PAINTINGS,1959,"Folding fan, ink and color on paper.","Signed Yuan Qinsun, entitled, dated jihai,1959, with a dedication and one seal of the artist.",,,,,13.5×41.2 cm. 约0.5平尺,"5,000-7,000"
345,,朱 偁,芙蓉翠鸟,沈景修,节录《频罗庵铭》,18.5×50.5 cm. 约0.84平尺,成扇 设色泥金笺,,正面：楚荪一兄大人大雅之属，梦庐朱偁写于沪上。<br>钤印：偁印<br>背面：出入怀袖，不盈一握，风以动之，有君子之德焉。张之蒲帆之摺，敛之若芸缃之帙。可以招凉飙而障烈日，廉而不刿，高而不危，清而不耀，涅而不缁。《频罗庵铭》。楚荪仁兄大人属，寒柯沈景修。<br>钤印：沈景修、沈,,,,,,,,,,ZHU CHENG AND SHEN JINGXIU ,BIRD,,"Folding fan, ink and color on gold paper.","Signed Zhu Cheng, with a dedication and one seal of the artist.",,,,,18.5×50.5 cm. 约0.84平尺," 40,000-50,000"
346,,汪慎生,竹菊幽禽,吴镜汀,董其昌画跋,19.6×54 cm. 约0.95平尺,成扇 设色纸本,,正面：拟新罗山人，满川汪溶。<br>钤印：慎生画、慎生汪溶<br>背面：余家所藏赵文敏画，有鹊华秋色卷、水村图卷、洞庭两山二轴、万壑响松风百滩渡秋水巨轴，及设色高山流水图，今皆为友人易去，仅存巨轴学巨然九夏松风者，今日仿文敏笔并记。临董思翁。乙酉（1945年）长夏，熙曾。<br>钤印：镜汀,,,,扇骨为唐敏石雕制。唐敏石，号铁庵，擅竹刻。,,,,,,WANG SHENSHENG AND WU JINGTING,BIRD AND CHRYSANTHEMUM,,"Folding fan, ink and color on paper.","Signed Wang Rong, with two seals of the artist.",,,,,19.6×54 cm. 约0.95平尺," 15,000-22,000"
347,,姚 华,节录《春赋》,朱品莹,绿绶绯衣绝世妍,16.1×46.5 cm. 约0.68平尺,成扇 水墨洒金笺、设色纸本,,正面：（文略）潜庵法家教，姚华。 钤印：姚华之印<br>背面：绿绶绯衣绝世妍，况传粉本自黄筌。早知结实能流毒，不许花房再化烟。此为南田老人临黄筌本，余又临南田者也。夫阿芙蓉之为害诚烈矣，然以花论，固足以竞秀群芳，争妍春坞也。因题一绝，即乞潜庵先生诗家两正之，长沙女史朱品莹。 钤印：朱、品莹,,,,拍品正面为姚华早年书迹，流传甚少。另面朱品莹以罂粟花入画，亦属少见。<br>朱品莹，湖南湘潭人，擅绘画。<br>上款“潜庵”即杨昭儁，字潜庵，湖南湘潭人。嗜金石文字，精鉴别、富收藏。民国时久居北京，与陈师曾、姚华、齐白石友善，工书，善篆隶。,,,,,,YAO HUA AND ZHU PINYING ,CALLIGRAPHY,,"Folding fan, ink on gold-flecked paper, ink and color on paper.","Signed Yao Hua, with a dedication and one seal of the artist.",,,,,16.1×46.5 cm. 约0.68平尺,"5,000-7,000"
348,,姚华,书画合璧扇,,,19.6×54 cm. 约0.95平尺,成扇 设色纸本,,正面：茫父为玉霜簃画。 钤印：姚华、重光<br>背面：（文略）玉霜簃主人索书，莲华盦老芒。<br>钤印：老芒,,,,上款“玉霜簃”即京剧“四大名旦”之程砚秋。姚华于戏曲一道学识渊博，在故都梨园行中极受崇礼，王瑶卿、梅兰芳、程砚秋等均尊他为师。据郑海涛所编《姚华年谱》载，姚与程订交于1921年，彼时程砚秋十七岁。此扇正面绘秋山泛棹，笔触细腻，刻画精工。背面为姚华书乡贤周起渭长诗，书风工整端庄，一丝不苟。,,,,,,YAO HUA ,PAINTING AND CALLIGRAPHY,,"Folding fan, ink and color on paper.","Signed Mangfu, with a dedication and two seals of the artist.",,,,,19.6×54 cm. 约0.95平尺,"10,000-15,000"
349,,四大名旦等,书画扇六柄,,,尺寸不一<br>19.6×55 cm. 约0.97平尺(最大)<br>16.4×47.7 cm. 约0.71平尺(最小),成扇（六柄） 水墨纸本、水墨发笺、设色纸本,,（一）梅兰芳、杜近高、高维廉题识、钤印皆略。<br>（二）程砚秋、王瑶卿题识、钤印皆略。<br>（三）文明先生雅正，荀慧生。 钤印：慧生<br>（四）（王凤卿题）琴韵书声雁横斜。岁次癸未（1943年）夏，画奉锡光先生雅正，尚小云画，王凤卿题。<br>钤印：尚小云印、绮霞、平南后裔<br>（五）黄桂秋、章善铭题识、钤印皆略。<br>（六）张君秋题识、钤印皆略。,,,,民国间京剧名伶多精书画艺术，他们的社会知名度较之今日当红明星犹有过之，“名角儿”梨园扇亦受时人追捧。拍品含梨园扇六柄，分别为梅兰芳写墨梅，高维廉书五言诗；程砚秋书陆游《初夏幽居》，王瑶卿画梅；荀慧生绘兰；尚小云绘松下高士；黄桂秋画荷花，章小山临《史晨碑》；张君秋绘兰。拍品系资深收藏家多年聚藏，囊括了二十世纪京剧界最著名的旦角扇作。<br>其中程砚秋、王瑶卿一柄由臧岚光雕制扇骨，臧岚光（1912-1980），河北怀来人。京剧票友，“票友四大名旦”之一。曾就读于国立北平艺术专科学校，擅工笔人物，亦擅篆刻。<br>王瑶卿（1880-1954），著名京剧青衣，并作育后进无数，四大名旦悉出其门下，有“通天教主”之誉，1951年任中央戏曲学校校长。<br>黄桂秋（1906-1978），京剧青衣，以一出《春秋配》享誉一时。<br>张君秋（1920-1997），著名张派青衣创始人。<br>王凤卿（1883-1956），王瑶卿之弟，著名京剧老生。<br>高维廉（1914-1976），京剧小生。<br>章小山（1888-1966），青衣票友，苦心钻研王瑶卿唱艺，极为神似，有“假王瑶卿”之称。<br>杜进高，字畬孙，重庆人，寓上海。作家，工书法。,,,,,,"MEI LANFANG, CHENG YANQIU AND OTHER ARTISTS ",PAINTING AND CALLIGRAPHY,,"Folding fan(6), ink on paper, ink and color on paper.","Signed by Mei Lanfang, Cheng Yanqiu other artists, with dozens of seals of the artists.",,,,,尺寸不一<br>19.6×55 cm. 约0.97平尺(最大)<br>16.4×47.7 cm. 约0.71平尺(最小)," 40,000-50,000"
